classification,type,size_mb,path
KEEP_DATA_OR_OUTPUT,file,0.003,data/products/chirps/sensitivity/p98/zeta_station/zeta_manifest_chirps_p98_median_latest.json
KEEP_DATA_OR_OUTPUT,file,0.016,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/mean/annual_max_correction_summary_imerg_v06_p98_mean.csv
KEEP_DATA_OR_OUTPUT,file,0.005,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/mean/apply_bias_manifest_imerg_v06_p98_mean.json
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v06_p98_mean_2001.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v06_p98_mean_2002.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v06_p98_mean_2003.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v06_p98_mean_2004.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v06_p98_mean_2005.tif
KEEP_DATA_OR_OUTPUT,file,0.246,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v06_p98_mean_2006.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v06_p98_mean_2007.tif
KEEP_DATA_OR_OUTPUT,file,0.246,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v06_p98_mean_2008.tif
KEEP_DATA_OR_OUTPUT,file,0.246,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v06_p98_mean_2009.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v06_p98_mean_2010.tif
KEEP_DATA_OR_OUTPUT,file,0.246,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v06_p98_mean_2011.tif
KEEP_DATA_OR_OUTPUT,file,0.246,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v06_p98_mean_2012.tif
KEEP_DATA_OR_OUTPUT,file,0.246,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v06_p98_mean_2013.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v06_p98_mean_2014.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v06_p98_mean_2015.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v06_p98_mean_2016.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v06_p98_mean_2017.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v06_p98_mean_2018.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v06_p98_mean_2019.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v06_p98_mean_2020.tif
KEEP_DATA_OR_OUTPUT,file,0.016,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/median/annual_max_correction_summary_imerg_v06_p98_median.csv
KEEP_DATA_OR_OUTPUT,file,0.005,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/median/apply_bias_manifest_imerg_v06_p98_median.json
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v06_p98_median_2001.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v06_p98_median_2002.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v06_p98_median_2003.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v06_p98_median_2004.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v06_p98_median_2005.tif
KEEP_DATA_OR_OUTPUT,file,0.246,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v06_p98_median_2006.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v06_p98_median_2007.tif
KEEP_DATA_OR_OUTPUT,file,0.246,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v06_p98_median_2008.tif
KEEP_DATA_OR_OUTPUT,file,0.246,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v06_p98_median_2009.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v06_p98_median_2010.tif
KEEP_DATA_OR_OUTPUT,file,0.246,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v06_p98_median_2011.tif
KEEP_DATA_OR_OUTPUT,file,0.246,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v06_p98_median_2012.tif
KEEP_DATA_OR_OUTPUT,file,0.246,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v06_p98_median_2013.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v06_p98_median_2014.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v06_p98_median_2015.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v06_p98_median_2016.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v06_p98_median_2017.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v06_p98_median_2018.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v06_p98_median_2019.tif
KEEP_DATA_OR_OUTPUT,file,0.245,data/products/imerg_v06/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v06_p98_median_2020.tif
KEEP_DATA_OR_OUTPUT,file,0.0,data/products/imerg_v06/sensitivity/p98/diagnostics/mean/diagnostic_metrics_imerg_v06_p98_mean.csv
KEEP_DATA_OR_OUTPUT,file,0.011,data/products/imerg_v06/sensitivity/p98/diagnostics/mean/diagnostic_summary_imerg_v06_p98_mean.json
KEEP_DATA_OR_OUTPUT,file,0.0,data/products/imerg_v06/sensitivity/p98/diagnostics/median/diagnostic_metrics_imerg_v06_p98_median.csv
KEEP_DATA_OR_OUTPUT,file,0.011,data/products/imerg_v06/sensitivity/p98/diagnostics/median/diagnostic_summary_imerg_v06_p98_median.json
KEEP_DATA_OR_OUTPUT,file,0.002,data/products/imerg_v06/sensitivity/p98/events/event_selection_manifest_imerg_v06_p98.json
KEEP_DATA_OR_OUTPUT,file,1.249,data/products/imerg_v06/sensitivity/p98/events/event_selection_summary_imerg_v06_p98.csv
KEEP_DATA_OR_OUTPUT,file,0.099,data/products/imerg_v06/sensitivity/p98/events/events_imerg_v06_p98_2001.csv
KEEP_DATA_OR_OUTPUT,file,0.086,data/products/imerg_v06/sensitivity/p98/events/events_imerg_v06_p98_2002.csv
KEEP_DATA_OR_OUTPUT,file,0.087,data/products/imerg_v06/sensitivity/p98/events/events_imerg_v06_p98_2003.csv
KEEP_DATA_OR_OUTPUT,file,0.1,data/products/imerg_v06/sensitivity/p98/events/events_imerg_v06_p98_2004.csv
KEEP_DATA_OR_OUTPUT,file,0.09,data/products/imerg_v06/sensitivity/p98/events/events_imerg_v06_p98_2005.csv
KEEP_DATA_OR_OUTPUT,file,0.062,data/products/imerg_v06/sensitivity/p98/events/events_imerg_v06_p98_2006.csv
KEEP_DATA_OR_OUTPUT,file,0.523,data/products/imerg_v06/sensitivity/p98/events/events_imerg_v06_p98_all_years.csv
KEEP_DATA_OR_OUTPUT,file,0.001,data/products/imerg_v06/sensitivity/p98/pairs/README_GEE_EXPORTS_imerg_v06_p98.txt
KEEP_DATA_OR_OUTPUT,file,0.011,data/products/imerg_v06/sensitivity/p98/pairs/gee_pair_export_manifest_imerg_v06_p98_latest.json
KEEP_DATA_OR_OUTPUT,file,0.055,data/products/imerg_v06/sensitivity/p98/pairs/pairs_imerg_v06_p98_2001_chunk001.csv
KEEP_DATA_OR_OUTPUT,file,0.048,data/products/imerg_v06/sensitivity/p98/pairs/pairs_imerg_v06_p98_2002_chunk001.csv
KEEP_DATA_OR_OUTPUT,file,0.049,data/products/imerg_v06/sensitivity/p98/pairs/pairs_imerg_v06_p98_2003_chunk001.csv
KEEP_DATA_OR_OUTPUT,file,0.057,data/products/imerg_v06/sensitivity/p98/pairs/pairs_imerg_v06_p98_2004_chunk001.csv
KEEP_DATA_OR_OUTPUT,file,0.05,data/products/imerg_v06/sensitivity/p98/pairs/pairs_imerg_v06_p98_2005_chunk001.csv
KEEP_DATA_OR_OUTPUT,file,0.035,data/products/imerg_v06/sensitivity/p98/pairs/pairs_imerg_v06_p98_2006_chunk001.csv
KEEP_DATA_OR_OUTPUT,file,0.644,data/products/imerg_v06/sensitivity/p98/tables/pair_qc_imerg_v06_p98.csv
KEEP_DATA_OR_OUTPUT,file,0.002,data/products/imerg_v06/sensitivity/p98/zeta_grid/mean/zeta_grid_manifest_imerg_v06_p98_mean.json
KEEP_DATA_OR_OUTPUT,file,0.198,data/products/imerg_v06/sensitivity/p98/zeta_grid/mean/zeta_map_imerg_v06_p98_mean_idw_k8_p2p0.tif
KEEP_DATA_OR_OUTPUT,file,0.293,data/products/imerg_v06/sensitivity/p98/zeta_grid/mean/zeta_map_preview_imerg_v06_p98_mean.png
KEEP_DATA_OR_OUTPUT,file,0.036,data/products/imerg_v06/sensitivity/p98/zeta_grid/mean/zeta_station_points_imerg_v06_p98_mean.csv
KEEP_DATA_OR_OUTPUT,file,0.002,data/products/imerg_v06/sensitivity/p98/zeta_grid/median/zeta_grid_manifest_imerg_v06_p98_median.json
KEEP_DATA_OR_OUTPUT,file,0.207,data/products/imerg_v06/sensitivity/p98/zeta_grid/median/zeta_map_imerg_v06_p98_median_idw_k8_p2p0.tif
KEEP_DATA_OR_OUTPUT,file,0.311,data/products/imerg_v06/sensitivity/p98/zeta_grid/median/zeta_map_preview_imerg_v06_p98_median.png
KEEP_DATA_OR_OUTPUT,file,0.038,data/products/imerg_v06/sensitivity/p98/zeta_grid/median/zeta_station_points_imerg_v06_p98_median.csv
KEEP_DATA_OR_OUTPUT,file,0.002,data/products/imerg_v06/sensitivity/p98/zeta_station/mean/zeta_manifest_imerg_v06_p98_mean.json
KEEP_DATA_OR_OUTPUT,file,0.032,data/products/imerg_v06/sensitivity/p98/zeta_station/mean/zeta_per_station_imerg_v06_p98_mean.csv
KEEP_DATA_OR_OUTPUT,file,0.033,data/products/imerg_v06/sensitivity/p98/zeta_station/mean/zeta_station_all_imerg_v06_p98_mean.csv
KEEP_DATA_OR_OUTPUT,file,0.002,data/products/imerg_v06/sensitivity/p98/zeta_station/median/zeta_manifest_imerg_v06_p98_median.json
KEEP_DATA_OR_OUTPUT,file,0.032,data/products/imerg_v06/sensitivity/p98/zeta_station/median/zeta_per_station_imerg_v06_p98_median.csv
KEEP_DATA_OR_OUTPUT,file,0.033,data/products/imerg_v06/sensitivity/p98/zeta_station/median/zeta_station_all_imerg_v06_p98_median.csv
KEEP_DATA_OR_OUTPUT,file,0.002,data/products/imerg_v06/sensitivity/p98/zeta_station/zeta_manifest_imerg_v06_p98_mean_latest.json
KEEP_DATA_OR_OUTPUT,file,0.002,data/products/imerg_v06/sensitivity/p98/zeta_station/zeta_manifest_imerg_v06_p98_median_latest.json
KEEP_DATA_OR_OUTPUT,file,0.02,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/annual_max_correction_summary_imerg_v07_p98_mean.csv
KEEP_DATA_OR_OUTPUT,file,0.005,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/apply_bias_manifest_imerg_v07_p98_mean.json
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2001.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2002.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2003.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2004.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2005.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2006.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2007.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2008.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2009.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2010.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2011.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2012.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2013.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2014.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2015.tif
KEEP_DATA_OR_OUTPUT,file,0.243,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2016.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2017.tif
KEEP_DATA_OR_OUTPUT,file,0.243,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2018.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2019.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2020.tif
KEEP_DATA_OR_OUTPUT,file,0.243,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2021.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2022.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2023.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2024.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/mean/corrected_imerg_v07_p98_mean_2025.tif
KEEP_DATA_OR_OUTPUT,file,0.02,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/annual_max_correction_summary_imerg_v07_p98_median.csv
KEEP_DATA_OR_OUTPUT,file,0.006,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/apply_bias_manifest_imerg_v07_p98_median.json
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2001.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2002.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2003.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2004.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2005.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2006.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2007.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2008.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2009.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2010.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2011.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2012.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2013.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2014.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2015.tif
KEEP_DATA_OR_OUTPUT,file,0.243,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2016.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2017.tif
KEEP_DATA_OR_OUTPUT,file,0.243,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2018.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2019.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2020.tif
KEEP_DATA_OR_OUTPUT,file,0.243,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2021.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2022.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2023.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2024.tif
KEEP_DATA_OR_OUTPUT,file,0.244,data/products/imerg_v07/sensitivity/p98/annual_max_corrected/median/corrected_imerg_v07_p98_median_2025.tif
KEEP_DATA_OR_OUTPUT,file,0.0,data/products/imerg_v07/sensitivity/p98/diagnostics/mean/diagnostic_metrics_imerg_v07_p98_mean.csv
KEEP_DATA_OR_OUTPUT,file,0.011,data/products/imerg_v07/sensitivity/p98/diagnostics/mean/diagnostic_summary_imerg_v07_p98_mean.json
KEEP_DATA_OR_OUTPUT,file,0.0,data/products/imerg_v07/sensitivity/p98/diagnostics/median/diagnostic_metrics_imerg_v07_p98_median.csv
KEEP_DATA_OR_OUTPUT,file,0.011,data/products/imerg_v07/sensitivity/p98/diagnostics/median/diagnostic_summary_imerg_v07_p98_median.json
KEEP_DATA_OR_OUTPUT,file,0.002,data/products/imerg_v07/sensitivity/p98/events/event_selection_manifest_imerg_v07_p98.json
KEEP_DATA_OR_OUTPUT,file,1.249,data/products/imerg_v07/sensitivity/p98/events/event_selection_summary_imerg_v07_p98.csv
KEEP_DATA_OR_OUTPUT,file,0.106,data/products/imerg_v07/sensitivity/p98/events/events_imerg_v07_p98_2001.csv
KEEP_DATA_OR_OUTPUT,file,0.092,data/products/imerg_v07/sensitivity/p98/events/events_imerg_v07_p98_2002.csv
KEEP_DATA_OR_OUTPUT,file,0.093,data/products/imerg_v07/sensitivity/p98/events/events_imerg_v07_p98_2003.csv
KEEP_DATA_OR_OUTPUT,file,0.107,data/products/imerg_v07/sensitivity/p98/events/events_imerg_v07_p98_2004.csv
KEEP_DATA_OR_OUTPUT,file,0.097,data/products/imerg_v07/sensitivity/p98/events/events_imerg_v07_p98_2005.csv
KEEP_DATA_OR_OUTPUT,file,0.067,data/products/imerg_v07/sensitivity/p98/events/events_imerg_v07_p98_2006.csv
KEEP_DATA_OR_OUTPUT,file,0.0,data/products/imerg_v07/sensitivity/p98/events/events_imerg_v07_p98_2007.csv
KEEP_DATA_OR_OUTPUT,file,0.0,data/products/imerg_v07/sensitivity/p98/events/events_imerg_v07_p98_2008.csv
KEEP_DATA_OR_OUTPUT,file,0.0,data/products/imerg_v07/sensitivity/p98/events/events_imerg_v07_p98_2009.csv
KEEP_DATA_OR_OUTPUT,file,0.0,data/products/imerg_v07/sensitivity/p98/events/events_imerg_v07_p98_2010.csv
KEEP_DATA_OR_OUTPUT,file,0.0,data/products/imerg_v07/sensitivity/p98/events/events_imerg_v07_p98_2011.csv
KEEP_DATA_OR_OUTPUT,file,0.0,data/products/imerg_v07/sensitivity/p98/events/events_imerg_v07_p98_2012.csv
KEEP_DATA_OR_OUTPUT,file,0.0,data/products/imerg_v07/sensitivity/p98/events/events_imerg_v07_p98_2013.csv
KEEP_DATA_OR_OUTPUT,file,0.0,data/products/imerg_v07/sensitivity/p98/events/events_imerg_v07_p98_2014.csv
KEEP_DATA_OR_OUTPUT,file,0.0,data/products/imerg_v07/sensitivity/p98/events/events_imerg_v07_p98_2015.csv
KEEP_DATA_OR_OUTPUT,file,0.0,data/products/imerg_v07/sensitivity/p98/events/events_imerg_v07_p98_2016.csv
KEEP_DATA_OR_OUTPUT,file,0.0,data/products/imerg_v07/sensitivity/p98/events/events_imerg_v07_p98_2017.csv
KEEP_DATA_OR_OUTPUT,file,0.0,data/products/imerg_v07/sensitivity/p98/events/events_imerg_v07_p98_2018.csv
KEEP_DATA_OR_OUTPUT,file,0.0,data/products/imerg_v07/sensitivity/p98/events/events_imerg_v07_p98_2019.csv
KEEP_DATA_OR_OUTPUT,file,0.561,data/products/imerg_v07/sensitivity/p98/events/events_imerg_v07_p98_all_years.csv
KEEP_DATA_OR_OUTPUT,file,0.001,data/products/imerg_v07/sensitivity/p98/pairs/README_GEE_EXPORTS_imerg_v07_p98.txt
KEEP_DATA_OR_OUTPUT,file,0.011,data/products/imerg_v07/sensitivity/p98/pairs/gee_pair_export_manifest_imerg_v07_p98_latest.json
KEEP_DATA_OR_OUTPUT,file,0.055,data/products/imerg_v07/sensitivity/p98/pairs/pairs_imerg_v07_p98_2001_chunk001.csv
KEEP_DATA_OR_OUTPUT,file,0.047,data/products/imerg_v07/sensitivity/p98/pairs/pairs_imerg_v07_p98_2002_chunk001.csv
KEEP_DATA_OR_OUTPUT,file,0.049,data/products/imerg_v07/sensitivity/p98/pairs/pairs_imerg_v07_p98_2003_chunk001.csv
KEEP_DATA_OR_OUTPUT,file,0.058,data/products/imerg_v07/sensitivity/p98/pairs/pairs_imerg_v07_p98_2004_chunk001.csv
KEEP_DATA_OR_OUTPUT,file,0.051,data/products/imerg_v07/sensitivity/p98/pairs/pairs_imerg_v07_p98_2005_chunk001.csv
KEEP_DATA_OR_OUTPUT,file,0.035,data/products/imerg_v07/sensitivity/p98/pairs/pairs_imerg_v07_p98_2006_chunk001.csv
KEEP_DATA_OR_OUTPUT,file,0.659,data/products/imerg_v07/sensitivity/p98/tables/pair_qc_imerg_v07_p98.csv
KEEP_DATA_OR_OUTPUT,file,0.002,data/products/imerg_v07/sensitivity/p98/zeta_grid/mean/zeta_grid_manifest_imerg_v07_p98_mean.json
KEEP_DATA_OR_OUTPUT,file,0.195,data/products/imerg_v07/sensitivity/p98/zeta_grid/mean/zeta_map_imerg_v07_p98_mean_idw_k8_p2p0.tif
KEEP_DATA_OR_OUTPUT,file,0.269,data/products/imerg_v07/sensitivity/p98/zeta_grid/mean/zeta_map_preview_imerg_v07_p98_mean.png
KEEP_DATA_OR_OUTPUT,file,0.037,data/products/imerg_v07/sensitivity/p98/zeta_grid/mean/zeta_station_points_imerg_v07_p98_mean.csv
KEEP_DATA_OR_OUTPUT,file,0.002,data/products/imerg_v07/sensitivity/p98/zeta_grid/median/zeta_grid_manifest_imerg_v07_p98_median.json
KEEP_DATA_OR_OUTPUT,file,0.201,data/products/imerg_v07/sensitivity/p98/zeta_grid/median/zeta_map_imerg_v07_p98_median_idw_k8_p2p0.tif
KEEP_DATA_OR_OUTPUT,file,0.318,data/products/imerg_v07/sensitivity/p98/zeta_grid/median/zeta_map_preview_imerg_v07_p98_median.png
KEEP_DATA_OR_OUTPUT,file,0.041,data/products/imerg_v07/sensitivity/p98/zeta_grid/median/zeta_station_points_imerg_v07_p98_median.csv
KEEP_DATA_OR_OUTPUT,file,0.002,data/products/imerg_v07/sensitivity/p98/zeta_station/mean/zeta_manifest_imerg_v07_p98_mean.json
KEEP_DATA_OR_OUTPUT,file,0.032,data/products/imerg_v07/sensitivity/p98/zeta_station/mean/zeta_per_station_imerg_v07_p98_mean.csv
KEEP_DATA_OR_OUTPUT,file,0.033,data/products/imerg_v07/sensitivity/p98/zeta_station/mean/zeta_station_all_imerg_v07_p98_mean.csv
